FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Josh,Scobee,K,10,90,56,56,30,52,85,20,40,8,93,92,11,10,21,30,10,87,85,50,10,20,10,10,10,10,11,10,10,21,10,23,10,14,15,15,15,12,10,15,35,30,25,20,20
Chris,Clemons,RE,91,84,80,88,73,81,90,28,40,22,14,15,45,45,69,70,10,78,79,80,10,34,25,10,10,18,45,64,89,65,85,85,50,65,15,15,15,62,40,20,5,5,5,5,5
Marcedes,Lewis,TE,89,84,73,76,82,74,87,78,75,40,39,37,74,70,35,78,35,93,88,65,65,42,70,64,68,73,69,20,20,45,59,13,12,13,69,84,66,25,25,84,15,10,5,5,10
Cecil,Shorts III,WR,84,84,93,96,45,90,79,89,68,34,30,30,52,30,35,91,73,87,92,76,35,81,77,42,78,83,35,10,10,35,30,20,13,25,88,87,92,12,18,73,15,10,5,5,10
Justin,Blackmon,WR,14,83,87,91,67,88,74,89,62,35,26,21,42,50,45,88,60,94,97,91,74,70,88,85,83,82,58,10,10,35,45,15,22,24,93,90,80,15,15,92,35,30,22,15,25
Red,Bryant,LE,79,83,69,79,94,64,87,49,35,26,25,25,45,45,91,72,10,88,74,84,20,12,15,35,10,10,45,78,45,90,86,84,15,30,15,15,15,75,15,15,5,5,5,5,5
Paul,Posluszny,MLB,51,82,76,83,76,80,90,61,65,30,8,14,45,45,87,79,10,87,98,95,10,45,38,52,10,50,45,65,52,76,86,92,65,75,30,25,15,80,65,15,5,5,5,5,5
Jason,Babin,RE,58,80,74,83,83,74,84,15,40,12,24,22,45,45,72,64,10,87,74,88,10,39,10,10,25,15,45,88,61,73,78,85,40,65,20,15,15,50,30,30,5,5,5,5,5
Sen'Derrick,Marks,DT,99,80,67,83,79,68,78,33,40,21,17,15,45,45,77,66,10,84,78,80,10,35,10,10,10,10,45,76,86,74,76,72,12,24,15,15,15,52,12,15,5,5,5,5,5
Tyson,Alualu,LE,93,79,69,82,89,69,82,22,35,27,33,30,45,45,86,75,10,95,75,80,10,17,10,10,10,10,45,79,45,81,85,76,19,66,12,10,10,84,10,12,5,5,5,5,5
Toby,Gerhart,HB,21,79,85,85,78,86,77,69,87,65,20,22,59,69,55,72,39,89,91,95,89,60,90,88,86,78,66,25,35,45,55,35,19,22,33,55,48,25,15,70,55,52,47,28,55
