FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
NaVorro,Bowman,MLB,53,96,83,91,79,85,90,65,50,22,10,10,45,45,99,75,10,87,91,75,10,35,27,12,10,40,45,83,71,95,98,89,73,82,45,40,10,94,55,20,5,5,5,5,5
Aldon,Smith,ROLB,99,96,85,96,87,87,85,54,37,33,22,21,45,45,92,88,10,88,89,86,25,40,35,10,50,26,45,99,89,88,97,85,62,68,25,15,15,90,24,20,5,5,5,5,5
Patrick,Willis,MLB,52,96,90,92,88,87,94,60,63,30,20,21,45,45,95,75,10,93,99,94,30,31,55,60,30,35,45,73,60,89,97,91,74,79,20,15,15,97,55,15,5,5,5,5,5
Andy,Lee,P,4,95,64,63,40,50,85,17,40,44,97,95,14,11,35,27,10,85,71,70,10,22,10,10,10,10,14,10,10,35,23,28,16,24,15,15,15,12,10,15,30,30,25,20,20
Vernon,Davis,TE,85,94,90,92,88,87,87,83,75,25,15,11,81,50,50,94,40,90,84,84,80,55,76,75,82,85,74,10,10,66,60,15,12,12,82,75,72,25,25,86,15,10,5,5,10
Joe,Staley,LT,74,94,74,88,88,76,96,62,61,18,20,22,97,88,25,78,10,91,95,86,10,25,10,10,10,10,99,10,10,25,31,10,12,12,30,40,44,15,10,47,5,5,5,5,5
Justin,Smith,RE,94,92,71,81,93,68,98,23,40,26,16,24,45,45,85,68,10,90,88,97,30,25,10,10,10,10,45,88,57,90,88,98,17,31,12,10,10,75,10,12,5,5,5,5,5
Anquan,Boldin,WR,81,90,84,87,81,84,96,92,76,65,24,16,54,28,45,86,65,84,90,99,84,73,90,96,82,84,65,10,10,55,55,21,14,27,84,99,83,12,20,95,50,44,28,25,66
Phil,Dawson,K,9,90,55,60,20,52,94,19,40,26,93,87,23,22,20,37,10,85,83,60,10,21,10,10,10,10,23,10,10,20,22,27,10,15,12,10,10,12,10,12,35,30,25,20,20
Frank,Gore,HB,21,90,90,89,78,88,94,66,88,31,20,14,45,75,32,72,15,86,90,97,88,78,96,88,85,88,38,10,10,32,40,30,14,18,66,65,60,20,20,67,35,30,20,15,15
Mike,Iupati,LG,77,90,55,91,97,65,84,32,40,14,35,22,95,74,31,60,10,90,80,97,25,18,22,35,20,10,96,35,10,40,42,17,12,12,15,15,20,33,10,15,5,5,5,5,5
Michael,Crabtree,WR,15,89,88,86,75,88,83,96,75,26,24,26,51,40,40,91,20,85,98,95,74,85,94,75,87,87,55,10,10,40,33,30,18,14,87,90,86,12,10,90,15,10,5,5,10
Colin,Kaepernick,QB,7,89,88,91,63,92,75,53,76,95,25,20,28,30,42,84,25,95,96,94,37,79,96,56,78,88,28,10,10,35,33,19,15,30,35,32,25,20,10,22,82,81,85,93,87
Anthony,Davis,RT,76,88,57,76,93,67,80,25,40,25,28,15,86,92,39,74,11,95,80,84,10,21,10,10,10,10,82,10,10,39,25,10,12,12,12,15,10,25,10,12,5,5,5,5,5
Antoine,Bethea,SS,24,87,87,87,67,84,87,62,65,12,14,14,45,45,72,87,65,96,90,75,39,30,32,28,48,52,45,44,70,69,76,81,66,76,42,40,30,81,35,32,15,10,10,15,15
Ray,McDonald,LE,91,87,69,86,88,71,87,33,40,20,25,21,45,45,90,75,10,88,86,80,30,23,10,35,10,15,45,82,55,87,85,84,20,35,12,10,10,55,20,12,5,5,5,5,5
Bruce,Miller,FB,49,87,75,82,78,72,79,68,69,25,20,20,87,63,73,68,10,93,84,88,66,35,55,75,50,45,92,72,45,75,79,50,35,45,72,74,69,72,50,55,5,5,5,5,5
Stevie,Johnson,WR,13,86,85,89,66,88,87,87,66,35,25,25,36,30,25,88,70,95,96,95,57,84,85,64,87,82,40,10,10,40,30,20,12,25,87,85,92,12,18,89,15,10,5,5,10
Ahmad,Brooks,LOLB,55,84,76,83,85,75,82,57,65,20,27,23,45,45,92,75,10,87,89,88,35,31,19,10,10,20,45,81,55,85,90,82,63,74,15,15,10,94,55,12,5,5,5,5,5
Alex,Boone,RG,75,83,56,76,89,57,81,28,40,36,33,29,92,75,26,21,10,90,75,80,10,19,10,10,10,10,93,10,10,26,18,20,9,12,12,10,10,20,10,12,5,5,5,5,5
Tramaine,Brock,CB,26,82,93,90,61,87,76,67,55,21,29,21,45,45,53,88,50,93,90,70,10,66,54,15,70,79,45,25,27,36,71,77,87,81,20,20,20,52,84,12,5,5,5,5,5
Eric,Reid,FS,35,81,88,90,63,86,65,71,64,25,20,21,45,45,78,94,60,90,89,78,64,42,56,55,40,44,45,69,47,76,74,67,64,87,65,64,35,93,69,40,15,10,10,15,15
Chris,Cook,CB,22,79,90,85,60,87,74,56,55,22,34,17,45,45,67,91,15,74,89,94,45,30,49,62,52,65,45,67,49,33,75,73,81,85,35,30,15,69,88,15,5,5,5,5,5
Glenn,Dorsey,DT,90,79,68,82,86,65,77,25,40,25,20,20,45,45,88,65,10,88,79,95,30,12,15,45,10,10,45,64,73,75,84,71,15,25,15,15,15,76,15,15,5,5,5,5,5
Chris,Culliver,CB,29,78,95,90,60,89,65,70,62,27,10,11,45,45,61,92,60,91,89,75,25,45,60,15,63,66,45,37,40,52,77,67,85,76,55,38,20,65,88,15,5,5,5,5,5
Kendall,Hunter,HB,32,78,91,94,59,93,72,71,81,34,25,25,29,45,29,82,75,76,85,74,63,84,87,57,82,89,25,10,10,29,35,16,13,29,66,68,40,20,20,59,35,30,20,15,15
Brandon,Lloyd,WR,84,78,87,88,46,89,85,86,65,27,24,28,44,20,25,90,58,82,86,65,40,77,75,25,87,78,52,10,10,45,29,24,14,29,95,73,81,15,15,68,15,10,5,5,10
Daniel,Kilgore,C,67,75,58,77,89,55,71,17,40,33,19,17,86,77,22,37,10,88,75,96,10,18,10,10,10,10,76,10,10,22,29,23,6,10,12,10,10,35,10,12,5,5,5,5,5
Dan,Skuta,ROLB,51,75,74,78,73,75,75,53,65,18,14,35,45,45,85,62,10,92,85,79,65,25,60,66,60,55,45,72,66,74,84,79,54,68,40,45,38,72,45,55,5,5,5,5,5
Craig,Dahl,SS,43,74,85,85,62,82,74,54,60,30,25,25,45,45,72,84,55,90,87,90,40,50,45,35,55,50,45,50,55,65,72,67,54,69,30,35,30,75,65,30,10,10,10,10,10
Carlos,Hyde,HB,28,74,83,88,75,86,56,69,90,35,25,25,64,62,25,84,40,92,83,90,87,61,88,78,86,75,60,10,10,25,50,20,15,20,54,63,49,12,10,66,35,30,20,15,15
Tony,Jerod-Eddie,LE,63,74,65,75,84,68,75,35,45,35,30,30,45,45,81,77,10,91,78,72,55,40,37,47,25,33,45,80,54,82,76,70,25,40,15,10,10,72,35,12,10,10,10,10,10
Adam,Snyder,RG,68,74,49,62,91,50,78,22,40,12,17,16,86,73,28,32,10,85,83,93,10,23,10,10,10,10,79,10,10,28,39,28,7,13,15,15,15,20,10,15,5,5,5,5,5
Jimmie,Ward,SS,25,74,88,90,51,89,50,68,65,28,23,19,45,45,71,89,35,95,90,83,61,49,62,47,60,64,45,60,55,60,85,70,77,75,60,55,15,77,82,15,5,5,5,5,5
Ian,Williams,DT,93,74,57,69,93,63,75,32,40,19,23,25,45,45,82,60,10,83,73,69,10,12,25,10,10,10,45,68,44,88,75,73,12,25,15,15,15,65,15,20,6,7,4,6,6
Chris,Borland,MLB,50,73,76,84,76,75,63,65,64,37,18,35,45,45,89,81,10,85,95,88,45,15,40,41,30,33,45,75,65,78,88,74,52,67,35,40,15,75,50,20,5,5,5,5,5
Tank,Carradine,RE,95,73,79,84,83,81,45,45,50,20,19,15,45,45,85,78,10,73,69,84,54,35,40,42,50,51,45,92,65,83,82,49,30,45,25,15,15,77,35,15,5,5,5,5,5
Brandon,Thomas,LG,60,73,68,80,93,55,47,32,40,19,17,35,84,80,31,78,10,76,83,69,20,10,10,10,10,10,83,10,10,31,29,22,13,18,15,15,15,20,10,15,5,5,5,5,5
Blaine,Gabbert,QB,2,72,75,79,60,72,60,28,50,89,22,22,25,24,26,72,10,90,88,87,20,47,70,44,65,67,21,10,10,25,30,32,11,31,15,15,15,15,10,15,80,72,75,68,76
Quinton,Patton,WR,11,72,89,93,44,88,54,82,73,33,66,56,50,45,30,84,70,90,88,73,43,85,80,70,75,87,64,10,10,35,35,16,14,35,83,79,76,15,15,65,15,10,5,5,10
C.J.,Spillman,FS,27,72,86,91,60,84,75,48,52,30,25,24,45,45,71,87,55,92,88,75,15,60,56,25,45,49,45,47,45,56,79,52,59,67,45,25,20,83,65,20,15,10,10,15,15
Perrish,Cox,CB,20,71,90,93,42,92,64,74,60,28,12,12,45,45,47,93,88,92,90,68,39,87,89,35,85,91,45,33,40,45,64,69,73,82,70,55,25,43,54,12,5,5,5,5,5
Josh,Johnson,QB,8,71,87,90,53,88,63,54,60,88,25,25,20,15,30,84,10,92,89,70,24,63,88,30,88,92,30,10,10,25,20,15,15,20,34,42,39,12,10,43,72,74,68,55,80
Corey,Lemonier,LOLB,96,71,85,90,73,72,62,50,54,20,20,20,45,45,75,82,10,90,86,74,45,35,29,37,55,25,45,62,90,72,87,64,60,66,35,34,15,90,50,20,5,5,5,5,5
Marcus,Martin,C,66,71,58,78,82,66,55,45,45,30,25,25,85,81,34,72,10,83,79,89,20,12,10,30,10,10,83,10,10,20,29,15,12,15,15,15,15,12,10,15,5,5,5,5,5
Vance,McDonald,TE,89,71,84,74,85,76,64,74,74,35,15,14,61,64,42,84,25,88,91,73,76,52,77,67,71,65,65,40,33,55,55,32,24,34,82,67,47,55,25,86,35,33,32,22,35
Al,Netter,RT,65,71,62,73,81,58,66,35,45,29,6,19,79,76,34,65,10,90,79,82,25,19,10,10,10,10,79,20,20,22,21,10,12,12,12,10,10,12,10,12,5,5,5,5,5
Marcus,Lattimore,HB,38,70,86,89,75,83,45,73,84,39,20,22,55,65,44,78,50,66,96,94,87,55,89,85,85,74,50,10,10,44,42,25,15,13,75,74,70,15,10,75,35,30,20,15,15
Jonathan,Martin,LT,71,70,66,79,84,64,75,25,35,25,9,10,82,77,33,69,10,88,90,80,10,25,10,10,10,10,75,10,10,30,25,10,12,12,15,15,15,25,10,15,5,5,5,5,5
Bubba,Ventrone,SS,41,70,85,87,54,85,63,52,54,30,25,25,45,45,69,88,40,90,84,78,30,30,25,40,40,55,45,50,55,68,77,67,52,67,25,15,15,77,40,20,10,10,10,10,10
Michael,Wilhoite,MLB,57,70,78,84,70,82,70,55,62,25,20,20,45,45,80,87,10,90,86,80,50,33,54,48,35,29,45,66,54,75,84,75,57,72,35,35,15,74,48,12,5,5,5,5,5
Jonathan,Baldwin,WR,82,69,91,84,74,86,64,72,69,40,14,22,50,44,32,97,25,87,86,90,72,65,73,76,75,74,59,10,10,35,40,17,11,22,85,74,59,15,15,82,15,10,5,5,10
Bruce,Ellington,WR,3,69,92,88,56,94,53,83,68,35,30,30,42,40,25,90,76,91,94,86,46,88,84,45,84,87,44,10,10,37,35,20,13,25,71,83,64,12,18,55,25,20,15,10,15
LaMichael,James,HB,23,69,92,95,49,94,64,71,69,29,32,30,42,44,30,86,75,76,93,87,44,87,76,40,89,93,39,10,10,35,33,28,15,24,75,65,61,20,30,57,35,30,20,15,15
Dontae,Johnson,FS,36,69,93,89,53,93,42,50,61,25,18,19,45,45,56,89,55,92,90,75,33,66,62,40,66,72,45,42,48,38,62,70,74,85,45,39,30,60,79,20,5,5,5,5,5
