FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Justin,Tucker,K,9,93,73,74,40,65,84,35,35,26,98,93,12,17,13,36,10,95,85,62,10,15,10,10,10,10,12,10,10,13,15,10,12,12,12,10,10,12,10,12,35,30,25,20,20
Haloti,Ngata,DT,92,92,67,79,96,68,92,45,40,29,32,17,45,45,92,67,14,95,85,95,10,24,10,10,10,10,45,82,50,94,87,93,25,45,15,15,15,85,10,15,5,5,5,5,5
Marshal,Yanda,RG,73,92,61,78,91,68,87,32,40,20,20,20,91,87,45,65,10,93,85,86,25,10,10,10,10,10,87,10,10,25,23,10,12,12,12,10,10,15,10,12,5,5,5,5,5
Elvis,Dumervil,ROLB,58,90,84,93,76,78,91,49,40,34,20,19,45,45,82,74,12,83,90,75,40,37,32,10,10,10,45,78,97,78,94,87,52,63,12,10,10,76,10,12,5,5,5,5,5
Terrell,Suggs,LOLB,55,90,82,89,91,75,89,51,65,19,26,17,45,45,91,80,10,88,95,96,10,45,35,10,55,45,45,89,75,87,95,86,51,60,40,20,15,84,45,30,5,5,5,5,5
Lardarius,Webb,CB,21,90,93,93,53,94,85,74,66,25,20,20,45,45,60,92,76,88,95,76,20,78,84,25,83,87,45,35,42,59,74,85,92,88,72,67,15,62,84,20,15,10,10,15,15
Eugene,Monroe,LT,60,89,67,81,89,68,87,12,40,12,13,10,86,93,32,56,10,90,88,83,10,15,10,10,10,10,87,10,10,32,30,19,9,13,15,15,15,20,10,15,5,5,5,5,5
Dennis,Pitta,TE,88,87,81,83,64,82,83,90,71,23,18,22,66,52,15,88,8,79,91,70,66,54,80,65,63,66,65,10,10,40,40,17,14,17,88,88,86,25,25,69,15,10,5,5,10
Steve,Smith,WR,89,87,88,89,66,91,95,88,64,17,19,19,60,35,34,88,25,88,95,99,66,88,90,84,89,93,45,10,10,35,59,25,18,26,87,91,85,15,15,74,15,10,5,5,10
Joe,Flacco,QB,5,86,69,72,74,71,87,31,62,97,25,25,20,15,30,55,10,97,96,85,39,55,64,60,25,54,30,10,10,25,30,15,15,20,12,10,10,12,10,12,85,81,63,75,76
Torrey,Smith,WR,82,86,95,96,58,91,80,87,67,35,20,20,50,43,35,92,87,93,95,84,43,86,87,70,82,77,55,10,10,40,35,25,20,25,89,86,86,12,15,83,26,22,24,24,22
Daryl,Smith,MLB,51,85,81,85,83,83,90,48,60,15,14,12,45,45,84,70,10,88,94,87,10,42,25,35,10,55,45,76,65,77,89,90,68,78,15,15,15,88,57,25,5,5,5,5,5
Chris,Canty,RE,99,84,66,75,86,63,87,24,40,20,15,16,45,45,90,46,10,92,78,85,10,24,10,10,20,18,45,84,64,83,85,85,26,37,15,15,15,65,16,15,5,5,5,5,5
Sam,Koch,P,4,84,58,60,50,55,87,25,40,40,91,87,19,17,33,37,10,85,85,65,16,21,10,10,10,10,19,10,10,33,30,10,12,12,12,10,10,12,10,12,30,30,25,20,20
Owen,Daniels,TE,81,82,81,82,66,82,87,86,69,36,14,15,64,54,45,82,15,75,88,76,64,30,71,66,68,69,63,10,10,43,35,17,14,12,79,85,74,25,25,79,15,10,5,5,10
Ray,Rice,HB,27,82,88,89,82,87,87,79,85,41,25,25,30,44,20,85,25,97,96,95,67,77,86,79,92,83,38,10,10,11,40,20,15,20,62,70,74,20,20,60,35,30,20,15,15
Jimmy,Smith,CB,22,82,90,89,70,91,74,66,69,14,14,16,45,45,70,88,45,91,91,92,55,65,70,55,65,65,45,60,55,49,76,72,85,82,60,35,22,70,91,20,5,5,5,5,5
Kelechi,Osemele,LG,72,81,57,65,92,61,73,19,40,29,21,32,84,82,32,71,10,77,76,75,35,11,10,10,10,10,82,10,10,22,35,18,9,10,12,10,10,22,10,12,5,5,5,5,5
Jeremy,Zuttah,C,53,81,63,74,84,63,82,45,45,30,25,25,81,85,30,50,10,93,74,87,20,12,10,30,10,10,85,10,10,20,29,15,12,15,15,15,15,20,10,15,5,5,5,5,5
Matt,Elam,SS,26,79,88,87,62,92,57,72,62,35,20,19,45,45,72,87,45,89,93,88,55,65,71,49,65,66,45,48,64,74,77,69,73,82,65,45,20,90,78,25,15,10,10,15,15
Jacoby,Jones,WR,12,79,93,94,63,91,79,79,73,30,25,20,38,30,30,88,97,91,90,78,52,84,88,55,77,88,51,10,10,52,53,18,11,25,86,69,75,15,15,78,15,10,5,5,10
Bernard,Pierce,HB,30,79,90,91,76,84,71,66,86,18,10,11,50,42,35,88,15,82,88,81,84,69,85,76,91,87,41,10,10,22,37,17,15,31,49,52,45,20,20,50,35,30,20,15,15
Darian,Stewart,SS,24,78,86,87,67,89,70,45,60,21,17,19,45,45,75,85,30,89,86,91,46,51,54,34,60,62,45,73,55,76,77,65,65,72,30,30,15,90,65,25,5,5,5,5,5
Courtney,Upshaw,ROLB,91,78,79,82,74,72,72,40,40,32,16,15,45,45,85,78,12,98,83,94,55,20,25,39,20,19,45,87,66,81,89,75,55,62,15,15,15,93,26,25,5,5,5,5,5
Pernell,McPhee,LOLB,90,76,72,78,90,69,75,34,40,12,10,18,45,45,77,67,10,95,80,87,10,31,10,10,14,15,45,91,59,88,83,73,50,60,15,15,15,86,16,30,5,5,5,5,5
Josh,Bynes,MLB,56,75,74,81,74,77,72,40,55,16,12,11,45,45,88,69,10,84,85,83,45,30,25,35,20,35,45,71,65,83,87,75,56,65,20,15,15,77,50,25,5,5,5,5,5
C.J.,Mosley,MLB,57,75,83,90,64,87,65,72,65,25,20,20,45,45,88,85,10,85,96,87,35,45,55,45,40,45,45,76,63,73,92,76,70,80,55,57,15,76,47,25,5,5,5,5,5
Marlon,Brown,WR,14,74,87,92,54,87,67,83,70,35,20,20,47,42,45,88,65,76,88,72,41,73,74,70,74,78,54,30,32,53,30,35,32,43,85,83,76,35,40,69,15,10,10,15,15
Justin,Forsett,HB,29,74,91,93,63,93,74,73,77,30,25,25,30,65,20,80,80,85,83,70,45,83,83,42,82,90,35,10,10,11,38,20,15,20,46,55,63,20,20,55,44,38,25,15,18
Kyle,Juszczyk,FB,44,74,77,75,75,74,60,78,77,35,19,19,71,61,45,89,45,93,89,87,82,57,77,75,70,74,79,30,35,33,48,20,15,20,75,74,69,45,20,72,20,15,10,10,10
Omar,Brown,FS,31,73,82,87,62,86,64,74,65,25,15,12,45,45,65,92,35,92,88,76,57,48,52,54,50,52,45,46,55,59,66,67,71,77,65,64,10,64,70,20,5,5,5,5,5
Arthur,Brown,MLB,59,73,82,86,69,87,62,52,56,36,10,16,45,45,87,81,10,92,90,86,47,45,42,35,45,35,45,63,75,75,88,72,65,71,40,35,15,78,65,15,5,5,5,5,5
Terrence,Cody,DT,62,73,45,70,97,54,73,25,35,26,25,20,45,45,80,55,10,87,62,82,65,10,20,45,5,5,45,79,34,89,69,71,7,10,10,10,5,77,15,15,5,5,5,5,5
Jah,Reid,LG,76,73,55,68,91,54,68,22,30,11,10,10,83,75,37,35,10,95,76,90,10,25,10,10,10,10,78,10,10,30,31,19,11,15,15,15,15,20,10,15,5,5,5,5,5
Rick,Wagner,RT,71,73,63,72,82,53,61,54,55,17,20,20,86,74,35,78,10,84,85,88,24,11,15,10,10,10,83,10,10,30,35,16,15,18,35,33,15,34,10,15,5,5,5,5,5
Terrence,Brooks,FS,33,72,92,92,52,88,46,55,60,30,22,24,45,45,61,89,45,85,91,73,39,66,68,35,68,75,45,39,49,55,75,70,79,78,55,44,15,79,78,25,5,5,5,5,5
Tyrod,Taylor,QB,2,72,87,89,58,87,65,65,72,91,19,17,25,23,37,87,68,87,88,75,32,63,86,55,82,87,35,10,10,25,35,20,18,25,54,56,35,12,15,33,74,75,62,55,84
Shaun,Chapas,FB,40,71,69,82,78,76,56,68,77,35,25,25,78,56,61,64,35,82,87,91,75,40,68,70,65,64,76,40,40,35,35,44,32,25,55,59,53,65,50,55,20,15,10,10,10
Crockett,Gillmore,TE,80,71,76,74,65,77,48,81,73,35,20,20,70,67,38,83,30,93,87,75,63,47,69,69,65,71,68,10,10,51,42,25,15,25,84,78,63,20,20,72,15,10,5,5,10
Timmy,Jernigan,LE,97,71,70,84,84,72,50,50,55,26,32,19,50,45,85,75,10,90,75,76,35,32,30,28,25,21,45,76,63,88,86,49,40,50,30,30,15,72,10,25,5,5,5,5,5
Jeromy,Miles,SS,36,71,87,82,69,85,54,53,60,12,29,11,45,45,65,84,35,90,84,85,49,36,42,25,55,55,45,57,41,66,81,65,74,67,29,25,15,84,77,20,5,5,5,5,5
Will,Rackley,LG,67,71,56,81,88,56,73,35,40,30,25,25,75,71,47,60,10,90,75,76,10,12,10,10,10,10,74,40,35,33,45,25,12,15,12,10,10,50,10,12,5,5,5,5,5
John,Simon,ROLB,94,70,83,78,69,73,55,54,60,25,32,29,45,45,82,84,10,86,97,88,61,33,45,44,60,39,45,85,65,68,84,73,51,65,15,15,10,79,60,20,5,5,5,5,5
Albert,McClellan,MLB,50,69,79,84,77,75,71,47,55,34,25,25,45,45,79,72,10,91,86,85,53,33,39,44,42,48,45,85,60,71,82,70,56,70,20,22,15,80,55,20,5,5,5,5,5
Lorenzo,Taliaferro,HB,34,69,87,88,75,82,44,72,81,32,20,22,47,60,45,84,55,92,87,88,87,63,82,84,88,74,51,10,10,42,44,21,15,13,60,67,40,12,10,59,35,30,20,15,15
John,Urschel,RG,64,69,56,72,87,55,62,48,45,25,11,11,81,75,38,78,10,95,79,87,29,11,15,10,10,10,74,10,10,33,35,10,12,12,15,15,15,25,10,15,5,5,5,5,5
Gino,Gradkowski,C,66,68,65,74,84,68,73,44,45,30,25,25,76,69,39,78,10,93,85,88,25,12,15,30,10,10,83,10,10,20,28,15,12,15,16,16,14,24,10,15,5,5,5,5,5
A.Q.,Shipley,C,68,68,54,69,86,55,71,25,40,17,19,16,72,80,26,29,10,87,80,97,10,15,10,10,10,10,73,10,10,26,33,22,22,21,16,14,17,20,10,15,5,5,5,5,5
Ryan,Jensen,C,77,67,58,75,90,64,52,35,45,10,13,10,83,76,48,65,11,92,82,85,32,15,15,10,10,10,79,20,20,36,39,15,12,12,15,15,15,31,10,15,5,5,5,5,5
DeAngelo,Tyson,RE,93,67,69,71,86,60,69,25,35,36,37,16,45,45,82,73,10,86,72,87,40,15,35,35,25,21,45,78,49,79,82,59,21,31,35,30,22,71,24,25,5,5,5,5,5
Brandon,Williams,LE,98,67,59,76,90,62,63,40,55,14,17,11,45,45,78,77,10,87,69,76,25,10,15,10,10,10,45,89,54,76,71,54,15,30,15,20,10,75,10,35,5,5,5,5,5
Chykie,Brown,CB,23,66,89,92,45,92,61,54,60,14,18,22,45,45,47,93,60,83,89,74,10,65,61,25,74,75,45,23,40,45,66,50,79,67,48,50,15,45,54,20,5,5,5,5,5
Michael,Campanaro,WR,6,66,90,86,66,87,56,81,69,35,25,24,36,32,33,90,65,85,91,86,40,82,76,72,80,84,40,10,10,35,10,15,20,21,71,79,54,12,20,62,25,20,15,10,15
Asa,Jackson,CB,25,66,89,94,57,93,50,65,72,36,15,11,45,45,52,85,71,88,90,65,31,74,70,32,73,87,45,25,30,42,58,59,79,72,65,40,44,40,51,45,5,5,5,5,5
Kapron,Lewis-Moore,RE,95,66,70,74,89,63,55,35,35,12,19,19,45,45,84,62,10,77,70,90,29,20,15,10,10,15,45,82,50,88,71,54,20,30,12,10,10,75,10,12,5,5,5,5,5
Deonte,Thompson,WR,83,66,96,93,67,89,60,69,64,20,10,15,44,35,38,88,76,86,85,61,47,74,61,53,77,85,45,21,29,47,44,36,65,61,76,65,62,15,15,69,15,10,5,5,10
Cierre,Wood,HB,35,66,89,90,62,87,45,69,76,31,19,14,40,48,34,91,55,95,85,76,75,69,80,63,74,82,49,10,10,32,34,29,25,20,62,66,54,20,20,69,35,30,20,15,15
Anthony,Levine,SS,41,65,91,87,68,88,60,49,59,22,26,21,45,45,66,88,37,88,84,72,34,49,50,45,60,64,45,45,55,63,70,44,57,70,44,40,20,67,76,25,5,5,5,5,5
David,Mims,RT,70,65,52,69,93,50,53,35,40,20,20,11,79,73,31,54,10,90,66,80,10,12,10,10,10,10,66,10,10,20,35,20,12,15,12,10,10,20,10,12,5,5,5,5,5
Reggie,Stephens,C,65,65,51,72,89,49,65,12,35,25,20,20,80,69,40,66,10,87,79,88,10,10,10,10,10,10,76,10,10,25,30,10,12,12,12,10,10,15,10,12,5,5,5,5,5
Phillip,Supernaw,TE,84,65,80,84,65,78,53,74,75,25,20,20,69,56,44,83,10,90,84,76,62,72,66,58,65,64,65,10,10,45,10,20,12,15,62,67,48,20,10,65,30,22,16,10,14
Brent,Urban,RE,96,65,71,82,79,70,50,42,49,25,17,25,45,45,75,69,10,76,80,79,50,32,45,40,40,45,45,76,60,86,81,52,19,31,30,25,10,77,12,15,5,5,5,5,5
Keith,Wenning,QB,10,64,70,78,55,74,46,39,67,86,15,12,11,14,20,77,10,88,93,87,34,54,64,25,50,55,11,10,10,21,19,31,13,12,15,15,15,12,10,15,78,80,63,53,75
LaQuan,Williams,WR,15,64,87,88,52,87,60,73,68,35,20,20,45,42,45,87,54,88,91,70,33,63,67,40,76,74,35,30,32,53,30,35,32,43,75,71,64,35,42,67,15,10,10,15,15
Kamar,Aiken,WR,11,63,91,87,62,84,55,72,65,35,22,19,45,45,37,89,63,92,83,60,62,65,74,66,72,74,49,10,10,54,46,18,16,19,65,72,57,15,15,74,15,10,5,5,10
Brynden,Trawick,FS,28,63,85,88,61,90,44,57,65,35,25,22,45,45,73,87,45,92,89,79,55,45,60,56,58,70,45,61,51,67,75,42,64,70,55,54,25,83,64,30,5,5,5,5,5
James,Hurst,LT,74,59,45,66,78,51,62,42,64,30,22,21,79,73,41,60,10,85,76,75,20,15,10,19,10,10,74,25,15,39,29,20,13,15,15,25,15,20,10,40,5,5,5,5,5
Morgan,Cox,TE,46,48,73,74,65,67,73,58,67,22,29,18,74,66,65,49,10,92,75,78,33,42,22,25,10,10,55,60,55,63,62,35,15,20,42,44,45,60,15,15,10,10,10,10,10
