FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Marcel,Reece,FB,45,92,90,89,78,87,86,83,85,25,25,21,72,65,45,69,20,95,87,85,82,60,77,74,75,79,76,10,10,45,42,13,12,14,73,82,80,65,10,54,20,15,10,10,10
Tyvon,Branch,SS,33,88,94,90,66,86,81,46,66,36,25,25,45,45,76,90,69,87,94,84,40,55,75,44,72,82,45,45,49,66,82,76,87,77,23,25,40,74,54,40,5,5,5,5,5
Justin,Tuck,RE,91,88,81,87,85,74,91,25,40,19,10,11,45,45,84,65,10,85,90,87,10,38,10,10,10,10,45,68,85,73,82,78,26,74,15,15,15,75,18,15,5,5,5,5,5
Stefen,Wisniewski,C,61,88,61,73,86,65,85,22,40,33,33,36,90,87,35,40,10,94,84,94,10,15,10,10,10,10,91,10,10,16,29,18,7,13,25,20,20,20,10,25,5,5,5,5,5
Antonio,Smith,DT,97,87,72,82,87,69,85,21,40,11,14,22,45,45,72,67,10,96,88,84,10,27,10,10,10,10,45,87,73,82,79,84,15,45,12,10,10,72,10,12,5,5,5,5,5
LaMarr,Woodley,LE,57,87,82,86,79,76,82,48,70,14,16,11,45,45,83,84,10,89,86,92,10,25,10,10,10,10,45,87,61,74,86,80,60,66,25,25,25,88,40,20,5,5,5,5,5
Tarell,Brown,CB,23,86,90,94,51,93,82,64,65,35,20,20,45,45,60,88,60,90,93,70,25,35,65,25,75,80,45,30,40,48,74,83,89,86,40,30,30,62,77,30,5,5,5,5,5
Maurice,Jones-Drew,HB,21,86,89,88,77,91,91,79,87,25,17,10,25,75,20,82,68,88,95,85,70,80,90,78,84,86,25,20,20,20,57,27,12,12,64,65,73,20,20,81,35,30,20,15,15
Charles,Woodson,FS,24,86,86,86,65,84,93,75,80,22,24,19,45,45,63,86,65,85,95,95,54,70,80,52,82,87,45,60,75,60,74,83,75,84,79,55,48,57,83,45,5,5,5,5,5
James,Jones,WR,89,84,85,86,71,86,87,87,73,30,25,20,48,30,30,86,60,87,87,78,66,40,75,62,71,76,54,10,10,40,46,18,12,25,87,94,87,15,15,97,15,10,5,5,10
Pat,Sims,DT,90,83,64,79,92,63,79,28,40,25,20,20,45,45,90,64,10,87,75,88,20,12,15,35,10,10,45,85,52,84,82,75,15,20,15,15,15,82,15,15,5,5,5,5,5
Marquette,King,P,7,82,84,82,52,77,71,44,60,42,98,92,22,19,33,77,5,90,85,69,25,45,55,25,60,64,22,10,10,31,39,31,18,24,20,20,15,24,10,12,24,20,15,10,20
Sio,Moore,ROLB,55,82,83,88,75,82,76,65,55,33,20,21,45,45,86,91,10,94,92,82,55,45,44,25,45,35,45,78,66,73,92,76,67,78,35,33,15,82,76,30,5,5,5,5,5
Donald,Penn,LT,72,82,58,71,95,57,88,55,45,10,8,7,92,80,25,25,10,89,79,85,42,21,25,10,10,10,89,10,10,17,21,24,16,12,32,50,35,12,10,44,5,5,5,5,5
Austin,Howard,RT,77,81,55,69,89,61,80,20,40,37,16,15,87,76,27,40,10,90,80,75,20,12,10,30,10,10,74,30,10,27,28,10,12,12,12,10,10,33,10,12,5,5,5,5,5
Khalil,Mack,LOLB,52,81,87,91,82,87,64,60,60,32,24,22,45,45,80,95,10,96,95,92,55,46,55,49,60,55,45,90,76,84,91,72,55,74,49,54,15,87,45,25,5,5,5,5,5
Denarius,Moore,WR,17,81,93,92,53,95,79,83,66,29,15,24,45,24,25,96,75,83,92,65,55,91,76,45,74,85,40,10,10,40,17,13,19,26,93,73,82,15,15,74,15,10,5,5,10
Carlos,Rogers,CB,27,81,86,87,65,85,85,56,61,20,15,18,45,45,65,87,66,87,96,84,45,40,55,37,73,75,45,50,68,49,81,85,77,84,35,33,15,51,87,25,5,5,5,5,5
Rod,Streater,WR,80,80,91,88,64,88,77,87,74,25,22,24,40,40,42,90,57,94,90,82,55,76,69,52,80,83,51,10,10,45,49,22,18,22,81,88,77,15,45,74,15,10,5,5,10
Darren,McFadden,HB,20,79,95,91,74,79,84,77,81,66,25,25,25,32,35,90,66,72,88,69,87,64,74,93,87,76,45,10,10,20,45,20,12,15,65,66,75,15,15,66,51,45,20,20,40
Nick,Roach,MLB,53,78,83,84,67,78,86,51,55,30,22,22,45,45,77,75,10,85,89,85,30,36,30,35,15,15,45,71,81,75,83,87,68,78,40,25,15,77,45,15,5,7,5,7,5
Matt,Schaub,QB,8,78,60,55,64,54,84,28,60,84,22,14,21,19,23,44,10,80,93,85,20,20,40,20,37,48,21,10,10,23,25,32,11,31,15,15,15,12,10,15,85,75,79,65,72
Usama,Young,FS,26,78,90,88,52,94,74,49,65,20,19,15,45,45,72,93,55,93,94,83,25,42,80,20,80,88,45,39,52,39,75,65,72,78,48,25,20,47,47,15,5,5,5,5,5
Kevin,Burnett,MLB,94,77,77,82,74,80,85,40,60,24,18,18,45,45,85,72,10,90,88,85,10,42,21,25,55,55,45,62,71,69,86,85,65,73,20,15,15,75,80,25,5,5,5,5,5
