FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Troy,Polamalu,SS,43,93,88,91,66,92,87,73,65,9,11,12,45,45,72,90,45,79,99,95,62,75,75,50,56,85,45,69,78,65,85,91,72,72,87,55,25,84,63,25,5,5,5,5,5
Antonio,Brown,WR,84,92,91,95,49,94,88,97,68,45,18,18,45,30,25,85,90,94,96,65,37,96,87,41,85,95,21,10,10,40,24,29,16,19,87,93,97,15,15,79,25,20,15,20,15
Ben,Roethlisberger,QB,7,90,70,66,85,68,93,52,63,93,48,38,12,15,47,74,10,90,95,97,65,57,75,78,55,65,12,10,10,45,52,19,12,13,15,15,15,12,10,15,89,86,73,69,94
Maurkice,Pouncey,C,53,88,63,86,92,72,79,34,32,12,15,10,89,88,35,55,10,92,88,89,35,21,10,10,10,10,95,10,10,24,29,10,12,12,15,15,15,20,10,15,5,5,5,5,5
Lawrence,Timmons,MLB,94,88,85,90,77,85,88,49,65,13,20,11,45,45,90,85,10,92,95,82,10,45,20,29,35,56,45,86,90,81,94,83,66,72,40,25,20,88,61,15,5,5,5,5,5
David,DeCastro,RG,66,85,66,68,94,68,77,25,40,33,33,36,93,78,39,80,10,92,90,92,10,15,10,10,10,10,87,10,10,26,30,18,7,13,24,15,20,25,10,25,5,5,5,5,5
Ramon,Foster,LG,73,85,59,69,88,56,81,35,22,25,20,20,80,91,39,45,10,87,81,80,20,15,15,15,10,10,78,10,10,30,25,15,12,15,12,12,12,15,10,12,5,5,5,5,5
Heath,Miller,TE,83,85,75,76,78,73,90,83,73,52,14,12,70,64,42,75,10,85,94,88,64,40,85,65,60,68,65,20,30,50,50,22,11,27,64,90,75,25,25,75,15,10,5,5,10
Cameron,Heyward,LE,97,84,73,81,91,69,77,31,40,21,12,11,45,45,90,65,10,88,88,88,35,21,29,45,10,10,45,85,53,91,79,73,15,35,12,10,10,87,10,12,5,5,5,5,5
Jason,Worilds,ROLB,93,84,80,90,77,73,79,40,40,34,20,19,45,45,83,76,12,90,88,90,44,21,35,10,10,25,45,79,94,77,88,79,56,67,12,10,11,81,10,12,5,5,5,5,5
LeGarrette,Blount,HB,27,83,88,86,86,80,81,48,90,39,20,22,54,48,56,95,25,87,84,95,96,63,92,98,88,84,55,45,45,55,55,25,11,20,25,39,40,25,15,45,40,32,30,22,35
Mike,Mitchell,FS,23,83,88,90,68,87,78,60,55,24,26,19,45,45,72,88,35,90,89,93,60,55,59,64,65,60,45,72,62,69,77,72,64,82,40,42,20,90,66,25,5,5,5,5,5
Shaun,Suisham,K,6,83,63,67,40,55,77,33,40,26,86,94,12,17,13,36,10,88,75,60,10,14,10,10,10,10,12,10,10,13,15,10,12,12,12,10,10,12,10,12,35,30,25,20,20
Ike,Taylor,CB,24,83,93,90,66,88,85,40,65,17,21,22,45,45,66,91,72,96,96,75,48,49,67,35,74,84,45,22,56,51,77,75,76,85,30,25,15,55,89,15,5,5,5,5,5
Cortez,Allen,CB,28,82,90,93,54,88,75,58,55,26,21,18,45,45,60,88,40,91,91,70,10,72,55,25,60,72,45,31,32,46,72,72,90,86,20,20,15,50,81,20,5,5,5,5,5
Le'Veon,Bell,HB,26,82,86,88,77,88,69,80,86,40,20,22,50,52,55,90,25,95,85,76,90,74,88,93,87,91,55,45,45,54,45,25,11,20,60,70,65,45,15,55,40,32,30,22,35
Steve,McLendon,DT,90,82,66,76,87,65,79,33,40,35,20,25,45,45,89,68,10,90,75,80,10,10,10,10,10,10,45,79,63,81,82,75,15,20,15,15,15,72,10,15,5,5,5,5,5
William,Gay,CB,22,81,85,87,61,86,88,55,60,35,20,20,45,45,73,86,60,93,92,83,25,45,60,20,70,80,45,49,65,60,85,83,76,84,40,30,30,67,79,30,5,5,5,5,5
Marcus,Gilbert,RT,77,80,59,75,92,66,77,25,29,5,11,10,76,87,39,42,10,94,85,72,10,22,10,10,10,10,86,10,10,33,30,21,15,31,15,15,15,30,10,15,5,5,5,5,5
Lance,Moore,WR,16,80,86,91,45,88,85,86,73,20,18,20,51,35,20,82,79,86,95,80,39,82,86,28,87,85,25,10,10,40,35,24,11,22,77,85,88,12,10,66,15,10,5,5,10
Mike,Adams,RT,76,78,65,81,85,69,74,30,40,25,24,22,81,75,38,77,10,83,87,86,20,15,10,25,10,10,88,10,10,24,25,10,12,15,12,10,10,20,10,12,5,5,5,5,5
Cam,Thomas,DT,96,78,55,77,95,58,75,20,35,14,17,11,45,45,88,55,10,87,69,92,10,21,10,10,10,10,45,83,39,88,74,68,17,21,15,15,15,60,10,15,5,5,5,5,5
Will,Allen,SS,20,77,79,85,60,79,78,70,60,21,8,7,45,45,76,82,15,88,85,85,10,37,35,26,50,55,45,40,50,68,75,71,66,74,40,30,10,50,58,20,5,5,5,5,5
Will,Johnson,FB,46,77,76,74,78,78,67,62,71,30,22,21,81,60,38,82,20,93,84,77,71,58,63,66,67,65,81,10,10,45,38,13,12,14,64,67,59,66,10,64,20,15,10,10,10
Shamarko,Thomas,SS,29,77,91,94,55,90,55,55,65,30,19,17,45,45,70,92,50,85,90,84,48,62,66,38,60,64,45,72,58,64,84,72,64,76,53,45,32,90,74,20,15,10,10,15,15
Matt,Spaeth,TE,89,76,65,74,75,67,75,72,72,22,21,22,74,64,35,86,5,79,87,94,68,32,66,59,55,64,72,20,20,25,40,15,12,14,68,82,74,15,10,65,15,10,5,5,10
Jarvis,Jones,ROLB,95,74,77,89,67,77,65,54,55,34,28,28,45,45,77,81,10,80,89,76,50,35,28,45,45,25,45,90,68,72,86,69,57,63,35,20,10,86,48,12,5,5,5,5,5
