FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Luke,Kuechly,MLB,59,94,86,87,77,84,89,72,64,25,22,24,55,54,99,90,10,97,99,92,54,30,46,49,35,45,55,76,61,84,99,99,66,77,45,50,15,84,54,12,5,5,5,5,5
Greg,Hardy,RE,76,92,77,87,86,78,83,31,40,11,14,22,45,45,85,84,10,83,89,73,10,21,10,10,10,10,45,95,75,84,88,77,26,64,12,10,10,63,10,12,5,5,5,5,5
Mike,Tolbert,FB,35,92,83,84,83,77,88,74,88,28,22,22,71,67,51,60,10,90,86,84,90,60,83,93,75,77,67,25,20,35,56,13,15,20,45,60,70,45,25,55,5,5,5,5,5
Thomas,Davis,LOLB,58,89,88,92,73,87,86,67,65,17,21,20,45,45,86,85,10,77,94,77,10,45,35,49,10,74,45,80,68,68,93,86,76,87,35,30,15,90,60,25,5,5,5,5,5
Ryan,Kalil,C,67,89,67,85,88,68,92,25,40,22,20,24,84,87,40,67,10,92,88,94,20,15,10,10,10,10,91,20,15,40,29,20,13,15,12,10,10,20,10,12,5,5,5,5,5
Cam,Newton,QB,1,89,86,92,81,91,78,67,82,97,24,22,39,32,44,86,14,96,95,88,75,84,97,82,90,91,35,10,10,41,55,25,11,30,35,33,22,20,10,25,85,81,70,90,95
Charles,Johnson,LE,95,88,78,88,84,75,86,21,40,14,16,11,45,45,73,84,10,92,79,82,30,20,10,10,10,10,45,93,67,70,84,83,32,66,25,25,25,75,35,20,5,5,5,5,5
Star,Lotulelei,DT,98,88,62,79,96,72,75,45,55,29,28,27,45,45,95,70,10,88,84,93,33,15,25,45,35,30,45,86,56,94,97,76,15,24,25,30,15,88,20,15,5,5,5,5,5
Greg,Olsen,TE,88,88,86,87,68,84,85,85,72,20,26,22,69,58,40,89,5,93,87,85,65,67,76,65,55,74,62,20,20,53,45,20,12,15,86,84,76,20,15,88,15,10,5,5,10
Graham,Gano,K,9,86,75,77,44,64,79,35,35,26,97,89,12,17,13,36,10,90,80,60,10,14,10,10,10,10,12,10,10,13,15,10,12,12,12,10,10,12,10,12,35,30,25,20,20
Brad,Nortman,P,8,85,72,74,56,65,74,35,45,48,96,94,29,25,25,86,10,93,85,66,10,21,15,10,10,10,29,10,10,14,33,15,15,28,15,15,15,12,10,15,30,30,25,20,20
Kawann,Short,DT,99,84,68,85,86,69,73,44,40,16,15,15,45,45,89,71,10,96,80,64,33,15,25,29,15,10,45,84,75,84,82,65,28,46,15,15,15,69,14,15,5,5,5,5,5
Antoine,Cason,CB,20,81,89,91,55,91,83,69,68,35,25,25,45,45,50,91,72,92,93,50,30,50,85,25,80,85,45,39,44,47,72,79,86,83,45,55,50,50,60,50,5,5,5,5,5
Thomas,DeCoud,FS,21,81,85,86,65,83,83,76,68,25,25,25,45,45,59,91,50,87,95,78,40,40,55,40,60,70,45,65,70,56,64,85,65,81,55,50,35,72,65,12,15,10,10,15,15
Dwan,Edwards,DT,92,81,64,75,87,64,85,20,40,16,7,17,45,45,77,57,10,88,74,86,10,15,10,10,10,10,45,82,63,76,70,83,27,29,15,15,15,68,14,15,5,5,5,5,5
DeAngelo,Williams,HB,34,81,92,91,65,91,87,67,92,30,11,21,35,74,25,74,55,88,92,84,45,81,89,54,86,88,35,10,10,25,50,12,13,12,60,64,60,20,20,45,35,30,20,15,15
Jerricho,Cotchery,WR,82,80,82,87,68,84,88,87,76,27,25,15,64,31,27,83,84,94,91,96,67,55,82,60,80,79,75,10,10,40,49,28,10,17,75,94,79,15,15,78,15,10,5,5,10
Roman,Harper,SS,41,80,81,84,73,77,80,50,65,17,14,12,45,45,82,81,30,94,89,87,44,30,35,20,65,62,45,83,75,75,83,62,54,67,20,15,15,87,47,15,5,5,5,5,5
Jonathan,Stewart,HB,28,80,89,87,78,82,76,69,88,30,25,25,30,50,20,85,63,75,88,90,66,91,85,92,77,82,40,10,10,11,40,20,15,20,55,65,69,20,20,60,35,30,20,15,15
Charles,Godfrey,FS,30,79,90,91,64,86,78,71,68,40,25,25,45,45,77,92,65,94,94,80,45,56,86,44,78,84,45,68,67,55,71,66,63,70,40,40,40,69,69,40,15,10,10,15,15
Jason,Avant,WR,81,77,81,83,71,83,84,84,69,24,21,20,55,60,30,82,45,92,88,94,63,54,74,52,75,75,33,10,10,60,61,22,18,18,80,92,75,15,15,86,15,10,5,5,10
Byron,Bell,RT,77,76,52,72,91,49,76,30,40,17,17,14,83,74,22,35,10,90,74,78,24,10,10,10,10,10,69,10,10,19,21,13,10,10,15,15,15,20,10,15,5,5,5,5,5
