FIRST,LAST,POSITION,JERSEY,OVERALL RATING,SPEED,ACCELERATION,STRENGTH,AGILITY,AWARENESS,CATCHING,CARRYING,THROW POWER,KICK POWER,KICK ACCURACY,RUN BLOCK,PASS BLOCK,TACKLE,JUMPING,RETURN,INJURY,STAMINA,TOUGHNESS,TRUCKING,ELUSIVENESS,BC VISION,STIFF ARM,SPIN MOVE,JUKE MOVE,IMPACT BLOCK,POWER MOVE,FINESSEE MOVE,BLOCK SHEDDING,PURSUIT,PLAY REC,MAN COVERAGE,ZONE COVERAGE,SPECTACULAR CATCH,CATCH IN TRAFFIC,ROUTE RUNNING,HIT POWER,PRESS,RELEASE,THROW ACCURACY SHORT,THROW ACCURACY MED,THROW ACCURACY DEEP,PLAY ACTION,THROW ON RUN
Muhammad,Wilkerson,LE,96,93,72,80,94,76,80,31,40,24,15,17,45,45,96,72,10,94,95,85,30,20,10,10,10,10,45,89,64,97,96,80,15,35,12,10,10,74,10,12,5,5,5,5,5
Eric,Decker,WR,87,88,87,88,72,85,87,91,74,36,25,25,63,40,35,82,65,92,93,93,67,75,83,65,88,77,35,15,15,45,39,15,15,20,87,96,91,12,10,90,15,10,5,5,10
D'Brickashaw,Ferguson,LT,60,88,68,90,87,72,92,15,40,26,35,8,79,93,24,67,14,98,90,85,10,35,10,10,10,10,85,10,10,24,25,10,12,12,15,15,15,20,10,15,5,5,5,5,5
Damon,Harrison,DT,94,88,59,77,92,59,82,35,30,30,20,20,45,45,97,73,10,90,80,78,39,20,25,35,25,35,45,87,50,96,92,86,25,30,15,10,10,74,25,12,5,5,5,5,5
Sheldon,Richardson,RE,91,88,72,94,88,75,72,43,70,28,25,23,45,45,97,78,10,89,93,74,66,25,44,55,25,30,45,82,65,86,97,77,23,55,15,10,10,87,25,20,5,5,5,5,5
Nick,Mangold,C,74,86,63,83,91,57,94,25,40,14,27,28,76,88,44,64,14,92,88,98,10,19,10,10,10,10,89,10,10,44,29,28,13,14,15,15,15,20,10,20,5,5,5,5,5
Nick,Folk,K,2,85,58,60,55,60,78,40,50,55,92,92,15,15,25,50,10,84,75,65,10,30,25,15,20,25,20,15,20,25,35,25,15,20,12,10,10,12,10,12,35,30,25,20,20
Chris,Johnson,HB,21,83,98,97,63,92,87,78,87,30,25,25,30,44,22,88,60,92,88,67,45,75,87,65,85,90,35,10,10,11,40,20,15,20,60,74,75,20,20,66,35,30,20,15,15
Willie,Colon,RG,66,82,55,69,88,55,81,15,40,17,15,18,74,91,35,50,10,78,84,77,20,20,12,15,10,10,76,10,10,35,35,10,12,12,20,20,20,20,10,25,5,5,5,5,5
David,Harris,MLB,52,82,79,83,79,75,88,59,65,25,18,20,45,45,84,74,10,96,95,81,45,25,25,45,25,35,45,72,49,81,87,88,66,74,45,40,15,88,55,15,5,5,5,5,5
